"","vouch0","sex_name","match_i","match_ic","match_i7","age","phone","checkid","math","read","match_ic7","readcens1","readcens10","mathcens1","mathcens10"
"105",0,0,1,0,1,11,1,1,43,43,0,43,43,43,43
"106",0,0,1,1,1,11,1,1,50,32,1,32,40,50,50
"107",0,0,1,1,1,11,1,1,34,50,1,50,50,34,35.0000038146973
"108",0,0,1,1,1,11,1,1,45,46,1,46,46,45,45
"109",0,0,0,0,0,11,0,1,0,0,0,32,40,32,35.0000038146973
"110",0,0,1,1,1,11,1,1,45,48,1,48,48,45,45
"111",0,0,1,1,1,11,1,1,45,50,1,50,50,45,45
"112",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"113",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"114",0,0,1,1,1,11,1,1,42,41,1,41,41,42,42
"115",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"116",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"117",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"118",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"119",0,0,1,1,1,11,1,1,40,56,1,56,56,40,40
"120",0,0,1,1,1,11,1,1,39,46,1,46,46,39,39
"121",0,0,1,1,1,11,1,1,45,48,1,48,48,45,45
"122",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"123",0,0,1,1,1,11,1,1,39,46,1,46,46,39,39
"124",0,0,1,1,1,11,1,1,45,54,1,54,54,45,45
"125",0,0,1,1,0,11,1,1,50,41,0,41,41,50,50
"126",0,0,1,1,1,11,0,1,42.4567909240723,47.2098770141602,1,47.2098770141602,47.2098770141602,42.4567909240723,42.4567909240723
"127",0,0,1,1,1,11,1,1,39,50,1,50,50,39,39
"128",0,0,1,1,1,11,1,1,43,43,1,43,43,43,43
"129",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"130",0,0,1,1,1,11,1,1,47,51,1,51,51,47,47
"131",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"132",0,0,1,1,1,11,1,1,50,48,1,48,48,50,50
"133",0,0,1,1,1,11,1,1,37,41,1,41,41,37,37
"134",0,0,1,1,1,11,1,1,42,51,1,51,51,42,42
"135",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"136",0,0,1,1,1,11,1,1,50,51,1,51,51,50,50
"137",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"138",0,0,1,1,1,11,1,1,39,50,1,50,50,39,39
"139",0,0,1,1,1,11,1,1,47,46,1,46,46,47,47
"140",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"141",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"142",0,0,1,1,1,11,1,1,35,44,1,44,44,35,35.0000038146973
"143",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"144",0,0,1,1,1,11,1,1,47,47,1,47,47,47,47
"145",0,0,0,0,0,11,0,1,0,0,0,32,40,32,35.0000038146973
"146",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"147",0,0,1,1,1,11,1,1,35,48,1,48,48,35,35.0000038146973
"148",0,0,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"149",0,0,1,1,1,11,1,1,48,38,1,38,40,48,48
"150",0,0,1,1,0,11,1,1,45,44,0,44,44,45,45
"151",0,0,0,0,0,11,1,0,0,0,0,32,40,32,35.0000038146973
"152",0,0,1,1,1,11,1,1,40,48,1,48,48,40,40
"153",0,0,1,1,1,11,1,1,40,56,1,56,56,40,40
"154",0,0,1,1,1,11,1,1,42,48,1,48,48,42,42
"155",0,1,1,1,1,11,1,1,39,46,1,46,46,39,39
"156",0,1,1,1,1,11,1,1,42,48,1,48,48,42,42
"157",0,1,1,1,1,11,1,1,0,0,1,32,40,32,35.0000038146973
"158",0,1,1,1,1,11,1,1,52,58,1,58,58,52,52
"159",0,1,1,1,1,11,1,1,30,47,1,47,47,32,35.0000038146973
"160",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"161",0,1,1,1,1,11,1,1,47,38,1,38,40,47,47
"162",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"163",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"164",0,1,1,1,1,11,1,1,47,50,1,50,50,47,47
"165",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"166",0,1,1,1,1,11,1,1,35,44,1,44,44,35,35.0000038146973
"167",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"168",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"169",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"170",0,1,1,1,1,11,0,1,42,38,1,38,40,42,42
"171",0,1,1,1,1,11,1,1,37,56,1,56,56,37,37
"172",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"173",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"174",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"175",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"176",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"177",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"178",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"179",0,1,1,1,1,11,1,1,43,47,1,47,47,43,43
"180",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"181",0,1,1,1,1,11,1,1,34,44,1,44,44,34,35.0000038146973
"182",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"183",0,1,1,1,1,11,1,1,43,46,1,46,46,43,43
"184",0,1,1,1,1,11,0,1,45,54,1,54,54,45,45
"185",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"186",0,1,1,1,1,11,1,1,35,54,1,54,54,35,35.0000038146973
"187",0,1,1,1,1,11,1,1,48,50,1,50,50,48,48
"188",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"189",0,1,1,1,1,11,1,1,0,0,1,32,40,32,35.0000038146973
"190",0,1,1,1,1,11,1,1,45,41,1,41,41,45,45
"191",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"192",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"193",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"194",0,1,1,1,1,11,0,1,39,55,1,55,55,39,39
"195",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"196",0,1,1,1,1,11,1,1,35,44,1,44,44,35,35.0000038146973
"197",0,1,1,1,1,11,1,1,42,46,1,46,46,42,42
"198",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"199",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"200",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"201",0,1,1,1,1,11,1,1,47,47,1,47,47,47,47
"202",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"203",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"204",0,1,0,0,0,11,0,1,0,0,0,32,40,32,35.0000038146973
"205",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"206",0,1,1,1,1,11,1,1,42,51,1,51,51,42,42
"207",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"208",0,1,1,1,1,11,1,1,43,43,1,43,43,43,43
"209",0,1,1,1,1,11,1,1,45,52,1,52,52,45,45
"210",0,1,1,1,1,11,1,1,45,43,1,43,43,45,45
"211",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"212",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"213",0,1,1,1,1,11,1,1,48,56,1,56,56,48,48
"214",0,1,1,1,1,11,1,1,42,46,1,46,46,42,42
"215",0,1,1,1,1,11,1,1,39,46,1,46,46,39,39
"216",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"217",0,1,1,0,1,11,1,1,39,38,0,38,40,39,39
"218",0,1,1,1,1,11,1,1,45,44,1,44,44,45,45
"219",0,1,1,1,1,11,0,1,44,49,1,49,49,44,44
"220",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"221",0,1,0,0,0,11,0,1,0,0,0,32,40,32,35.0000038146973
"222",0,1,1,1,1,11,1,1,53,54,1,54,54,53,53
"223",0,1,1,1,0,11,0,1,50,54,0,54,54,50,50
"224",0,1,1,1,1,11,1,1,42,43,1,43,43,42,42
"225",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"226",0,1,0,0,0,11,1,0,0,0,0,32,40,32,35.0000038146973
"227",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"228",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"229",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"230",0,1,1,1,1,11,1,1,47,50,1,50,50,47,47
"231",0,1,0,0,0,11,1,0,0,0,0,32,40,32,35.0000038146973
"232",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"233",0,1,1,1,1,11,1,1,48,52,1,52,52,48,48
"234",0,1,1,1,1,11,1,1,43,51,1,51,51,43,43
"235",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"236",0,1,1,1,1,11,0,1,52,52,1,52,52,52,52
"237",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"238",0,1,1,1,1,11,0,1,42,40,1,40,40,42,42
"239",0,1,1,1,1,11,1,1,35,43,1,43,43,35,35.0000038146973
"240",0,1,1,1,1,11,0,1,37,50,1,50,50,37,37
"241",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"242",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"243",0,1,0,0,0,11,0,1,0,0,0,32,40,32,35.0000038146973
"244",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"245",0,1,1,1,1,11,1,1,42,44,1,44,44,42,42
"246",0,1,1,1,1,11,1,1,35,47,1,47,47,35,35.0000038146973
"247",0,1,1,1,1,11,1,1,35,47,1,47,47,35,35.0000038146973
"248",0,1,1,1,0,11,1,1,42,47,0,47,47,42,42
"249",0,1,1,1,1,11,1,1,37,44,1,44,44,37,37
"250",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"251",0,1,1,1,1,11,1,1,40,47,1,47,47,40,40
"252",0,1,1,1,1,11,1,1,47,43,1,43,43,47,47
"253",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"254",0,1,1,1,1,11,1,1,45,47,1,47,47,45,45
"255",0,1,1,1,1,11,1,1,43,38,1,38,40,43,43
"256",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"257",0,1,0,0,0,11,1,0,0,0,0,32,40,32,35.0000038146973
"258",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"259",0,1,1,1,1,11,1,1,45,54,1,54,54,45,45
"260",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"261",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"262",0,1,0,0,0,11,1,1,0,0,0,32,40,32,35.0000038146973
"263",0,1,1,1,1,11,1,1,39,40,1,40,40,39,39
"264",0,0,1,1,1,12,1,1,40,32,1,32,40,40,40
"265",0,0,1,1,1,12,1,1,45,41,1,41,41,45,45
"266",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"267",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"268",0,0,1,1,1,12,0,1,42.7117118835449,46.6036033630371,1,46.6036033630371,46.6036033630371,42.7117118835449,42.7117118835449
"269",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"270",0,0,1,1,1,12,1,1,0,0,1,32,40,32,35.0000038146973
"271",0,0,0,0,0,12,0,1,0,0,0,32,40,32,35.0000038146973
"272",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"273",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"274",0,0,0,0,0,12,0,1,0,0,0,32,40,32,35.0000038146973
"275",0,0,0,0,0,12,1,0,0,0,0,32,40,32,35.0000038146973
"276",0,0,0,0,0,12,1,0,0,0,0,32,40,32,35.0000038146973
"277",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"278",0,0,1,1,1,12,1,1,40,44,1,44,44,40,40
"279",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"280",0,0,1,1,1,12,1,1,42,47,1,47,47,42,42
"281",0,0,1,1,1,12,1,1,38,46,1,46,46,38,38
"282",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"283",0,0,1,1,1,12,1,1,42,48,1,48,48,42,42
"284",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"285",0,0,1,1,1,12,1,1,45,50,1,50,50,45,45
"286",0,0,0,0,0,12,0,1,0,0,0,32,40,32,35.0000038146973
"287",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"288",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"289",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"290",0,0,1,1,1,12,1,1,34,46,1,46,46,34,35.0000038146973
"291",0,0,1,1,1,12,0,1,48,44,1,44,44,48,48
"292",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"293",0,0,1,1,1,12,1,1,43,47,1,47,47,43,43
"294",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"295",0,0,1,1,1,12,1,1,40,44,1,44,44,40,40
"296",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"297",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"298",0,0,1,1,1,12,1,1,47,47,1,47,47,47,47
"299",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"300",0,0,1,1,1,12,1,1,32,32,1,32,40,32,35.0000038146973
"301",0,0,1,1,0,12,1,1,39,50,0,50,50,39,39
"302",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"303",0,0,1,0,1,12,1,1,42,32,0,32,40,42,42
"304",0,0,0,0,0,12,0,1,0,0,0,32,40,32,35.0000038146973
"305",0,0,1,1,0,12,1,1,50,50,0,50,50,50,50
"306",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"307",0,0,1,1,1,12,1,1,43,46,1,46,46,43,43
"308",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"309",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"310",0,0,1,1,1,12,1,1,40,55,1,55,55,40,40
"311",0,0,0,0,0,12,0,1,0,0,0,32,40,32,35.0000038146973
"312",0,0,1,1,1,12,1,1,37,34,1,34,40,37,37
"313",0,0,1,1,1,12,1,1,35,43,1,43,43,35,35.0000038146973
"314",0,0,1,0,1,12,1,1,47,46,0,46,46,47,47
"315",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"316",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"317",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"318",0,0,1,1,1,12,1,1,34,51,1,51,51,34,35.0000038146973
"319",0,0,0,0,0,12,0,1,0,0,0,32,40,32,35.0000038146973
"320",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"321",0,0,1,1,1,12,1,1,47,43,1,43,43,47,47
"322",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"323",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"324",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"325",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"326",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"327",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"328",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"329",0,0,1,1,1,12,1,1,43,43,1,43,43,43,43
"330",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"331",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"332",0,0,1,1,1,12,0,1,42,52,1,52,52,42,42
"333",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"334",0,0,1,1,1,12,1,1,52,55,1,55,55,52,52
"335",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"336",0,0,0,0,0,12,1,0,0,0,0,32,40,32,35.0000038146973
"337",0,0,1,1,1,12,1,1,50,44,1,44,44,50,50
"338",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"339",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"340",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"341",0,0,1,1,1,12,1,1,40,46,1,46,46,40,40
"342",0,0,1,1,0,12,1,1,45,44,0,44,44,45,45
"343",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"344",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"345",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"346",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"347",0,0,1,1,1,12,1,1,45,47,1,47,47,45,45
"348",0,0,1,1,1,12,0,1,39,51,1,51,51,39,39
"349",0,0,1,1,1,12,1,1,50,40,1,40,40,50,50
"350",0,0,1,1,1,12,1,1,48,47,1,47,47,48,48
"351",0,0,0,0,0,12,0,1,0,0,0,32,40,32,35.0000038146973
"352",0,0,0,0,0,12,0,1,0,0,0,32,40,32,35.0000038146973
"353",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"354",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"355",0,0,1,1,1,12,1,1,50,47,1,47,47,50,50
"356",0,0,0,0,0,12,0,1,0,0,0,32,40,32,35.0000038146973
"357",0,0,1,1,1,12,1,1,53,51,1,51,51,53,53
"358",0,0,1,1,0,12,1,1,40,51,0,51,51,40,40
"359",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"360",0,0,1,1,1,12,1,1,39,41,1,41,41,39,39
"361",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"362",0,0,1,1,0,12,1,1,42,47,0,47,47,42,42
"363",0,0,1,1,1,12,0,1,52,44,1,44,44,52,52
"364",0,0,1,1,1,12,1,1,50,41,1,41,41,50,50
"365",0,0,1,1,1,12,1,1,47,50,1,50,50,47,47
"366",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"367",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"368",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"369",0,0,1,1,1,12,0,1,40,47,1,47,47,40,40
"370",0,0,1,1,1,12,1,1,52,40,1,40,40,52,52
"371",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"372",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"373",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"374",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"375",0,0,1,0,1,12,1,1,45,52,0,52,52,45,45
"376",0,0,1,1,1,12,1,1,39,48,1,48,48,39,39
"377",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
"378",0,0,1,1,1,12,1,1,40,44,1,44,44,40,40
"379",0,0,0,0,0,12,1,1,0,0,0,32,40,32,35.0000038146973
